word1,freq
1.15E+12,9
1.15E+13,11
1.15E+12,10
1.15E+12,13
1.15E+11,8
1.15E+12,13
1.15E+12,10
1.15E+13,14
1.15E+12,2
1.15E+12,13
1.15E+12,7
1.15E+12,11
1.15E+12,13
1.15E+12,10
1.15E+12,487
1.15E+13,56
1.15E+12,8
1.15E+12,14
1.15E+12,12
1.16E+11,6
1.16E+11,12
1.16E+12,11
1.16E+12,11
1.16E+12,13
1.16E+11,8
1.16E+12,8
1.16E+13,11
1.16E+12,10
1.16E+12,10
1.16E+12,4
1.16E+12,10
1.16E+12,13
1.16E+13,10
1.16E+13,13
1.16E+12,11
1.16E+12,8
1.16E+12,15
1.16E+12,10
1.16E+12,14
1.16E+11,9
1.16E+12,12
1.16E+12,12
1.16E+12,12
1.16E+13,12
1.16E+12,12
1.16E+13,12
1.16E+12,13
1.16E+11,9
1.16E+12,11
1.16E+13,13
1.16E+12,10
1.16E+12,9
1.16E+11,13
1.16E+11,12
1.16E+12,13
1.16E+13,11
1.16E+12,14
1.16E+12,10
1.16E+12,9
1.16E+12,14
1.16E+12,465
1.16E+13,54
1.16E+12,9
1.16E+12,14
1.16E+12,12
1.17E+12,5
1.17E+12,12
1.17E+11,6
1.17E+12,13
1.17E+12,8
1.17E+12,10
1.17E+12,10
1.17E+11,6
1.17E+13,13
1.17E+12,11
1.17E+11,13
1.17E+12,4
1.17E+12,12
1.17E+12,13
1.17E+13,10
1.17E+13,14
1.17E+12,12
1.17E+12,14
1.17E+12,11
1.17E+12,13
1.17E+12,12
1.17E+11,13
1.17E+12,12
1.17E+12,12
1.17E+13,6
1.17E+12,13
1.17E+13,12
1.17E+12,14
1.17E+12,11
1.17E+12,11
1.17E+13,14
1.17E+12,11
1.17E+12,12
1.17E+12,13
1.17E+12,12
1.17E+13,13
1.17E+12,13
1.17E+12,11
1.17E+12,12
1.17E+12,13
1.17E+12,12
1.17E+12,8
1.17E+12,460
1.17E+13,61
1.17E+12,9
1.17E+12,15
1.17E+11,13
1.18E+11,6
1.18E+12,12
1.18E+12,12
1.18E+12,9
1.18E+12,12
1.18E+13,12
1.18E+12,11
1.18E+12,12
1.18E+12,4
1.18E+12,13
1.18E+12,13
1.18E+12,6
1.18E+13,11
1.18E+13,15
1.18E+12,12
1.18E+12,14
1.18E+12,9
1.18E+12,14
1.18E+12,12
1.18E+12,13
1.18E+13,6
1.18E+12,12
1.18E+13,6
1.18E+12,12
1.18E+13,13
1.18E+12,14
1.18E+12,14
1.18E+11,11
1.18E+12,10
1.18E+12,5
1.18E+12,13
1.18E+12,12
1.18E+13,14
1.18E+12,12
1.18E+12,13
1.18E+12,11
1.18E+12,10
1.18E+12,14
1.18E+12,11
1.18E+11,480
1.18E+13,73
1.18E+12,9
1.18E+12,14
1.18E+12,13
1.19E+12,6
1.19E+12,12
1.19E+11,13
1.19E+12,8
1.19E+11,11
1.19E+13,6
1.19E+12,10
1.19E+12,13
1.19E+11,12
1.19E+12,12
1.19E+12,13
1.19E+12,8
1.19E+13,12
1.19E+13,13
1.19E+12,12
1.19E+12,14
1.19E+11,14
1.19E+11,15
1.19E+12,6
1.19E+12,13
1.19E+12,3
1.19E+12,13
1.19E+12,13
1.19E+13,14
1.19E+11,12
1.19E+12,5
1.19E+13,5
1.19E+12,12
1.19E+13,12
1.19E+12,14
1.19E+12,13
1.19E+12,11
1.19E+11,11
1.19E+12,13
1.19E+12,14
1.19E+12,12
1.19E+12,14
1.19E+11,13
1.19E+12,4
1.19E+12,9
1.19E+11,11
1.19E+12,5
1.19E+12,14
1.19E+12,12
1.19E+12,451
1.19E+13,74
1.19E+12,9
1.19E+12,14
1.19E+12,9
1.20E+11,9
1.20E+12,6
1.20E+12,12
1.20E+11,13
1.20E+12,13
1.20E+11,11
1.20E+12,9
1.20E+12,12
1.20E+12,11
1.20E+12,14
1.20E+12,14
1.20E+11,12
1.20E+12,13
1.20E+12,14
1.20E+12,9
1.20E+13,12
1.20E+12,12
1.20E+12,11
1.20E+12,12
1.20E+12,12
1.20E+12,13
1.20E+12,10
1.20E+12,4
1.20E+12,13
1.20E+13,13
1.20E+12,10
1.20E+12,11
1.20E+11,14
1.20E+13,5
1.20E+12,13
1.20E+13,12
1.20E+12,13
1.20E+12,14
1.20E+12,11
1.20E+12,10
1.20E+12,12
1.20E+12,14
1.20E+12,12
1.20E+13,13
1.20E+12,12
1.20E+12,14
1.20E+12,11
1.20E+12,6
1.20E+11,10
1.20E+12,2
1.20E+11,13
1.20E+11,9
1.20E+12,12
1.20E+12,461
1.20E+13,78
1.20E+12,9
1.20E+12,13
1.21E+12,5
1.21E+12,12
1.21E+12,13
1.21E+12,8
1.21E+11,14
1.21E+12,12
1.21E+12,7
1.21E+12,13
1.21E+12,13
1.21E+11,12
1.21E+12,11
1.21E+13,11
1.21E+12,11
1.21E+12,14
1.21E+12,13
1.21E+11,9
1.21E+12,6
1.21E+11,13
1.21E+13,14
1.21E+12,13
1.21E+12,9
1.21E+11,12
1.21E+13,7
1.21E+12,6
1.21E+12,10
1.21E+13,11
1.21E+12,14
1.21E+12,13
1.21E+12,11
1.21E+12,11
1.21E+12,13
1.21E+12,13
1.21E+12,10
1.21E+13,13
1.21E+12,13
1.21E+12,13
1.21E+12,12
1.21E+11,12
1.21E+12,8
1.21E+12,13
1.21E+12,14
1.21E+11,13
1.21E+12,12
1.21E+12,468
1.21E+13,69
1.21E+12,9
1.21E+12,13
1.22E+11,5
1.22E+12,6
1.22E+11,14
1.22E+11,11
1.22E+12,14
1.22E+11,9
1.22E+12,12
1.22E+12,6
1.22E+12,14
1.22E+12,8
1.22E+12,13
1.22E+11,13
1.22E+11,12
1.22E+13,10
1.22E+12,12
1.22E+12,14
1.22E+12,14
1.22E+12,12
1.22E+12,9
1.22E+13,13
1.22E+12,13
1.22E+12,12
1.22E+12,5
1.22E+13,14
1.22E+13,9
1.22E+13,13
1.22E+11,11
1.22E+12,14
1.22E+12,14
1.22E+12,11
1.22E+12,10
1.22E+12,14
1.22E+11,10
1.22E+12,12
1.22E+13,9
1.22E+12,13
1.22E+12,14
1.22E+12,12
1.22E+12,11
1.22E+12,14
1.22E+12,13
1.22E+11,13
1.22E+12,11
1.22E+12,455
1.22E+13,56
1.22E+12,9
1.22E+12,13
1.23E+11,8
1.23E+11,6
1.23E+12,4
1.23E+12,13
1.23E+12,8
1.23E+11,10
1.23E+12,12
1.23E+11,9
1.23E+12,13
1.23E+12,11
1.23E+12,11
1.23E+12,12
1.23E+13,2
1.23E+12,12
1.23E+12,14
1.23E+12,12
1.23E+12,12
1.23E+12,5
1.23E+13,13
1.23E+12,11
1.23E+12,8
1.23E+12,6
1.23E+13,14
1.23E+13,9
1.23E+13,12
1.23E+12,14
1.23E+12,12
1.23E+11,2
1.23E+12,11
1.23E+12,6
1.23E+12,11
1.23E+12,12
1.23E+12,10
1.23E+13,13
1.23E+11,13
1.23E+11,14
1.23E+12,14
1.23E+12,13
1.23E+12,9
1.23E+12,14
1.23E+12,13
1.23E+11,7
1.23E+12,461
1.23E+13,66
1.23E+12,10
1.23E+12,5
1.23E+12,13
1.24E+12,4
1.24E+12,12
1.24E+12,10
1.24E+12,13
1.24E+12,9
1.24E+12,11
1.24E+12,11
1.24E+12,13
1.24E+12,11
1.24E+12,13
1.24E+12,13
1.24E+13,11
1.24E+12,10
1.24E+12,14
1.24E+12,13
1.24E+11,13
1.24E+12,10
1.24E+12,6
1.24E+11,13
1.24E+12,13
1.24E+12,11
1.24E+12,7
1.24E+12,9
1.24E+13,14
1.24E+13,9
1.24E+12,2
1.24E+13,11
1.24E+12,12
1.24E+12,8
1.24E+12,14
1.24E+11,12
1.24E+12,12
1.24E+12,13
1.24E+12,11
1.24E+12,14
1.24E+12,12
1.24E+13,14
1.24E+12,12
1.24E+12,14
1.24E+12,13
1.24E+12,12
1.24E+12,14
1.24E+11,9
1.24E+12,14
1.24E+11,13
1.24E+12,12
1.24E+12,494
1.24E+13,11
1.24E+12,9
1.24E+11,358
1.24E+12,90
1.24E+14,8
1.24E+12,13
1.25E+12,5
1.25E+12,11
1.25E+12,12
1.25E+11,10
1.25E+11,8
1.25E+12,9
1.25E+11,5
1.25E+12,11
1.25E+12,12
1.25E+12,12
1.25E+12,14
1.25E+12,13
1.25E+13,12
1.25E+12,12
1.25E+12,14
1.25E+12,13
1.25E+12,13
1.25E+12,10
1.25E+12,11
1.25E+12,13
1.25E+12,12
1.25E+12,7
1.25E+13,13
1.25E+11,13
1.25E+13,4
1.25E+12,7
1.25E+12,12
1.25E+12,13
1.25E+12,9
1.25E+12,14
1.25E+12,4
1.25E+12,13
1.25E+11,10
1.25E+12,6
1.25E+12,13
1.25E+12,13
1.25E+13,14
1.25E+12,13
1.25E+12,13
1.25E+11,13
1.25E+12,12
1.25E+12,14
1.25E+12,9
1.25E+12,11
1.25E+12,451
1.25E+13,43
1.25E+12,8
1.26E+12,6
1.26E+12,10
1.26E+11,13
1.26E+12,14
1.26E+12,8
1.26E+12,11
1.26E+12,14
1.26E+11,12
1.26E+12,13
1.26E+12,13
1.26E+13,12
1.26E+12,12
1.26E+12,13
1.26E+12,14
1.26E+12,13
1.26E+12,11
1.26E+11,8
1.26E+12,3
1.26E+12,12
1.26E+12,11
1.26E+12,13
1.26E+13,14
1.26E+13,9
1.26E+13,12
1.26E+12,14
1.26E+12,9
1.26E+12,14
1.26E+12,14
1.26E+12,10
1.26E+11,12
1.26E+12,8
1.26E+12,9
1.26E+13,3
1.26E+12,12
1.26E+13,15
1.26E+11,9
1.26E+12,13
1.26E+12,15
1.26E+12,13
1.26E+12,12
1.26E+12,14
1.26E+12,7
1.26E+12,13
1.26E+12,11
1.26E+12,436
1.26E+13,46
1.26E+12,9
1.27E+12,6
1.27E+12,11
1.27E+12,12
1.27E+12,13
1.27E+11,10
1.27E+12,8
1.27E+12,6
1.27E+11,5
1.27E+12,12
1.27E+12,13
1.27E+12,11
1.27E+12,14
1.27E+12,13
1.27E+13,4
1.27E+13,11
1.27E+12,12
1.27E+12,14
1.27E+11,10
1.27E+11,12
1.27E+12,11
1.27E+12,12
1.27E+11,12
1.27E+12,12
1.27E+12,3
1.27E+12,10
1.27E+13,14
1.27E+13,9
1.27E+12,12
1.27E+12,12
1.27E+12,8
1.27E+12,14
1.27E+12,13
1.27E+12,11
1.27E+12,8
1.27E+14,9
